Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,Paper Goods,Case,10,Stack,4,Each,40,4E+07,39.55,7,9/26/2017 12:00:00 AM,3
79,Water Cups,Paper Goods,2500,21,Sleeve,25,1,2500,10000,73.7,1,9/26/2017 12:00:00 AM,3
81,Spoons,Paper Goods,1000,16,Sleeve,10,1,1,10000,7,1,9/26/2017 12:00:00 AM,3
82,Forks,Paper Goods,1000,9,Sleeve,10,1,1,10000,20.59,1,9/26/2017 12:00:00 AM,3
85,Wax Paper Sheets,Paper Goods,6000,2,Stack,6,1,1,10000,54.65,1,9/26/2017 12:00:00 AM,3
87,Foil Roll,Paper Goods,ROLL,0,1,1,1,1,1E+08,22.77,1,9/26/2017 12:00:00 AM,3
90,Paper Towels,Paper Goods,4000,14,Sleeve,16,1,1,1E+08,16.11,1,9/26/2017 12:00:00 AM,3
95,Napkins,Paper Goods,6000,9,Stack,12,1,1,10000,45.46,1,9/26/2017 12:00:00 AM,3
108,Grill Bricks,Janitorial,12 EA,2,BRICK,12,1,1,10000,13.2,1,9/26/2017 12:00:00 AM,3
110,Poly Gloves,Paper Goods,2000,20,BOX,4,1,1,100,15.8,2,9/26/2017 12:00:00 AM,3
115,16/24 Oz Lids,Paper Goods,1000 CASE,6,Sleeve,10,1,1,100,23.19,1,9/26/2017 12:00:00 AM,3
119,Soufle Cups,Paper Goods,2500,5,Sleeve,25,1,1,100,26.35,1,9/26/2017 12:00:00 AM,3
126,Steel Wool,Janitorial,12 COUNT,9,Sleeve,12,1,1,100,4.77,1,9/26/2017 12:00:00 AM,3
