Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,Paper Goods,Case,0,Stack,4,Each,40,4E+07,39.55,7,2/7/2018 11:52:55 AM,3
82,Forks,Paper Goods,1000,0,Sleeve,10,1,1,10000,20.59,1,2/7/2018 11:52:55 AM,3
85,Wax Paper Sheets,Paper Goods,6000,0,Stack,6,1,1,10000,54.65,1,2/7/2018 11:52:55 AM,3
89,To-Go Soup Bowls (16oz),Paper Goods,500,0,Sleeve,10,1,1,1000000,48.78,1,2/7/2018 11:52:55 AM,3
90,Paper Towels,Paper Goods,4000,0,Sleeve,16,1,1,1E+08,16.11,1,2/7/2018 11:52:55 AM,3
91,To-Go Soup Lids,Paper Goods,500,0,Sleeve,10,1,1,1E+08,42.68,1,2/7/2018 11:52:55 AM,3
95,Napkins,Paper Goods,6000,0,Stack,12,1,1,10000,43.23,1,2/7/2018 11:52:55 AM,3
110,Poly Gloves,Paper Goods,2000,0,BOX,4,1,1,100,15.8,3,2/7/2018 11:52:55 AM,3
124,De-Greaser,Janitorial,1 Gal,3.1,GALLON,4,1,1,100,5.53,1,12/11/2017 12:00:00 AM,2
125,Bleach,Janitorial,4 GAL,0,GALLON,4,1,1,100,8,1,1/16/2018 12:00:00 AM,3
