Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,39.55,4,Case,Paper Goods,10,Stack,Each,40,4E+07,4,11/28/2017 12:00:00 AM,3
81,Spoons,7,10,1000,Paper Goods,5.5,Sleeve,1,1,10000,1,11/28/2017 12:00:00 AM,3
82,Forks,20.59,10,1000,Paper Goods,4.5,Sleeve,1,1,10000,1,11/28/2017 12:00:00 AM,3
85,Wax Paper Sheets,54.65,6,6000,Paper Goods,6,Stack,1,1,10000,1,11/28/2017 12:00:00 AM,3
89,To-Go Soup Bowls (16oz),48.78,10,500,Paper Goods,5,Sleeve,1,1,1000000,1,11/28/2017 12:00:00 AM,3
90,Paper Towels,16.11,16,4000,Paper Goods,13,Sleeve,1,1,1E+08,1,11/28/2017 12:00:00 AM,3
91,To-Go Soup Lids,42.68,10,500,Paper Goods,7,Sleeve,1,1,1E+08,1,11/28/2017 12:00:00 AM,3
109,Sanitizer,59.9,4,4 GAL,Janitorial,0.6,GALLON,1,1,100,1,11/28/2017 12:00:00 AM,3
119,Soufle Cups,26.35,25,2500,Paper Goods,4,Sleeve,1,1,100,1,11/28/2017 12:00:00 AM,3
122,Garbage Bags,28.62,1,250,Janitorial,0.75,CASE,1,1,100,1,11/28/2017 12:00:00 AM,3
