Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,39.55,4,Case,Paper Goods,10,Stack,Each,40,4E+07,8,10/10/2017 12:00:00 AM,3
79,Water Cups,73.7,25,2500,Paper Goods,21,Sleeve,1,2500,10000,1,10/10/2017 12:00:00 AM,3
81,Spoons,7,10,1000,Paper Goods,16,Sleeve,1,1,10000,1,10/10/2017 12:00:00 AM,3
82,Forks,20.59,10,1000,Paper Goods,9,Sleeve,1,1,10000,1,10/10/2017 12:00:00 AM,3
85,Wax Paper Sheets,54.65,6,6000,Paper Goods,2,Stack,1,1,10000,1,10/10/2017 12:00:00 AM,3
86,Small To-Go Bags,14.88,1,500,Paper Goods,0.4,Case,1,1,100,1,10/10/2017 12:00:00 AM,3
87,Foil Roll,22.77,1,ROLL,Paper Goods,0,1,1,1,1E+08,1,10/10/2017 12:00:00 AM,3
92,To-Go Soup Bowls (12oz),42.68,10,500,Paper Goods,10,Sleeve,1,1,10000,1,10/10/2017 12:00:00 AM,3
110,Poly Gloves,15.8,4,2000,Paper Goods,20,BOX,1,1,100,2,10/10/2017 12:00:00 AM,3
115,16/24 Oz Lids,23.19,10,1000 CASE,Paper Goods,6,Sleeve,1,1,100,1,10/10/2017 12:00:00 AM,3
120,Ceramawrap,10.24,1,2000,Paper Goods,1,EACH,1,1,100,1,10/10/2017 12:00:00 AM,3
125,Bleach,8,4,4 GAL,Janitorial,4.2,GALLON,1,1,100,1,10/10/2017 12:00:00 AM,3
