Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,39.55,4,Case,Paper Goods,10,Stack,Each,40,4E+07,8,10/17/2017 12:00:00 AM,3
81,Spoons,7,10,1000,Paper Goods,16,Sleeve,1,1,10000,1,10/17/2017 12:00:00 AM,3
82,Forks,20.59,10,1000,Paper Goods,9,Sleeve,1,1,10000,1,10/17/2017 12:00:00 AM,3
89,To-Go Soup Bowls (16oz),48.78,10,500,Paper Goods,3,Sleeve,1,1,1000000,1,10/17/2017 12:00:00 AM,3
90,Paper Towels,16.11,16,4000,Paper Goods,14,Sleeve,1,1,1E+08,1,10/17/2017 12:00:00 AM,3
91,To-Go Soup Lids,42.68,10,500,Paper Goods,6,Sleeve,1,1,1E+08,1,10/17/2017 12:00:00 AM,3
95,Napkins,45.46,12,6000,Paper Goods,9,Stack,1,1,10000,1,10/17/2017 12:00:00 AM,3
110,Poly Gloves,15.8,4,2000,Paper Goods,20,BOX,1,1,100,2,10/17/2017 12:00:00 AM,3
117,16 Oz Cups,54.75,20,1000 CASE,Paper Goods,4,Sleeve,1,1,100,1,10/17/2017 12:00:00 AM,3
121,Die-Cut To-Go Bags,55.35,1,500,Paper Goods,0.2,CASE,1,1,100,1,10/17/2017 12:00:00 AM,3
122,Garbage Bags,28.62,1,250,Janitorial,1.5,CASE,1,1,100,1,10/17/2017 12:00:00 AM,3
