Id,Name,LastOrderAmount,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastPurchasedDate,LastVendorId
0,Mozzarella,2,Dairy,CASE 30lb,4,5lb BAG,6,OZ-wt,80,1,70.88,10/8/2017 12:00:00 AM,0
1,Cheddar,3,Dairy,CASE 20lb,0,5lb BAG,4,OZ-wt,80,1,46.99,10/8/2017 12:00:00 AM,0
8,Eggs,1,Dairy,15 DOZEN,2.75,TRAY,6,EA,180,95,22.5,10/8/2017 12:00:00 AM,0
11,Pesto,1,Dairy,2/22lb,0,BAG,2,OZ-wt,4,970000,106,10/8/2017 12:00:00 AM,0
13,Pizza Sauce,1,Grocery,6# CANS,8,CAN,6,EA,6,100,21.45,10/8/2017 12:00:00 AM,0
14,Stewed Tomatoes,1,Grocery,6# CANS,7,CAN,6,EA,6,100,15.47,10/8/2017 12:00:00 AM,0
19,Mayonnaise,1,Grocery,4 GAL,0.5,JUG,4,EA,4,10000,24.95,10/8/2017 12:00:00 AM,0
21,Macaroni,6,Grocery,20lb CASE,4,BAG,2,EA,160,1,17.72,10/8/2017 12:00:00 AM,0
23,Roasted Bell Peppers,1,Grocery,6# CANS,21,CAN,6,OZ-wt,360,98,37.44,10/8/2017 12:00:00 AM,0
25,Tomato Juice,2,Grocery,12x48oz CANS,20,CAN,12,EA,12,100,15.79,10/8/2017 12:00:00 AM,0
36,Olive Oil,2,Grocery,6 GAL,7.75,JUG,6,OZ-fl,128,99,50.8,10/8/2017 12:00:00 AM,0
49,Salt,1,Herbs,EA,0.3,Container,1,TBL,615,100,5.9,10/8/2017 12:00:00 AM,0
54,Yellow Onions,3,Produce,50lb,0,BAG,1,OZ-wt,800,85,18.99,10/8/2017 12:00:00 AM,0
55,Red Onions,1,Produce,25lb,0.3,BAG,1,OZ-wt,400,8500,12.99,10/8/2017 12:00:00 AM,0
57,Spinach,2,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,15.79,10/8/2017 12:00:00 AM,0
58,Mixed Greens,1,Produce,3lb,1,BAG,1,OZ-wt,48,9800,5.99,10/8/2017 12:00:00 AM,0
59,Mushrooms,4,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,18.95,10/8/2017 12:00:00 AM,0
61,Tomatoes,1,Produce,25lb,0.25,CASE,1,OZ-wt,400,97,13.75,10/8/2017 12:00:00 AM,0
62,Avocado,1,Produce,60 COUNT,28,EACH,60,EA,24,10000,74.99,10/8/2017 12:00:00 AM,0
64,Fresh Basil,1,Produce,1lb,1,BAG,1,OZ-wt,16,65,8.99,10/8/2017 12:00:00 AM,0
66,Pineapple,1,Produce,6 COUNT,0,EACH,6,OZ-wt,44,100,16.99,10/8/2017 12:00:00 AM,0
71,Garlic Peeled,1,Produce,5lbs,0,JAR,1,OZ-wt,114.29,98,18.63,10/8/2017 12:00:00 AM,0
72,Chicken Breast,3,Poultry,40lb CASE,0,CASE,1,OZ-wt,640,85,58,10/8/2017 12:00:00 AM,0
75,Bacon Bits,3,Meats,10lb CASE,2,BAG,2,OZ-wt,160,100,54.99,10/8/2017 12:00:00 AM,0
