Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,39.55,4,Case,Paper Goods,0,Stack,Each,40,4E+07,9,1/16/2018 12:00:00 AM,3
79,Water Cups,73.7,25,2500,Paper Goods,0,Sleeve,1,2500,10000,1,1/16/2018 12:00:00 AM,3
81,Spoons,7,10,1000,Paper Goods,0,Sleeve,1,1,10000,1,1/16/2018 12:00:00 AM,3
82,Forks,20.59,10,1000,Paper Goods,0,Sleeve,1,1,10000,1,1/16/2018 12:00:00 AM,3
86,Small To-Go Bags,14.88,1,500,Paper Goods,0,Case,1,1,100,1,1/16/2018 12:00:00 AM,3
90,Paper Towels,16.11,16,4000,Paper Goods,0,Sleeve,1,1,1E+08,1,1/16/2018 12:00:00 AM,3
91,To-Go Soup Lids,42.68,10,500,Paper Goods,0,Sleeve,1,1,1E+08,1,1/16/2018 12:00:00 AM,3
95,Napkins,45.46,12,6000,Paper Goods,0,Stack,1,1,10000,1,1/16/2018 12:00:00 AM,3
110,Poly Gloves,15.8,4,2000,Paper Goods,0,BOX,1,1,100,1,1/16/2018 12:00:00 AM,3
120,Ceramawrap,10.54,1,2000,Paper Goods,0,EACH,1,1,100,1,1/16/2018 12:00:00 AM,3
121,Die-Cut To-Go Bags,55.35,1,500,Paper Goods,0,CASE,1,1,100,1,1/16/2018 12:00:00 AM,3
125,Bleach,8,4,4 GAL,Janitorial,0,GALLON,1,1,100,1,1/16/2018 12:00:00 AM,3
