Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,Dairy,CASE 30lb,0,5lb BAG,6,OZ-wt,80,1,54.49,2,1/31/2018 1:35:25 PM,0
1,Cheddar,Dairy,CASE 20lb,0,5lb BAG,4,OZ-wt,80,1,40.69,3,1/31/2018 1:35:25 PM,0
8,Eggs,Dairy,15 DOZEN,2,TRAY,6,EA,180,95,9.91,1,1/17/2018 12:00:00 AM,0
11,Pesto,Dairy,2/22lb,1,BAG,2,OZ-wt,4,970000,106,1,1/28/2018 6:55:37 PM,0
14,Stewed Tomatoes,Grocery,6# CANS,7,CAN,6,EA,6,100,15.47,1,1/28/2018 6:55:37 PM,0
19,Mayonnaise,Grocery,4 GAL,0,JUG,4,EA,4,10000,26.89,1,1/31/2018 1:35:25 PM,0
23,Roasted Bell Peppers,Grocery,6# CANS,6,CAN,6,OZ-wt,360,98,37.44,3,12/11/2017 12:00:00 AM,2
25,Tomato Juice,Grocery,12x48oz CANS,0,CAN,12,EA,12,100,15.79,1,1/31/2018 1:35:25 PM,0
36,Olive Oil,Grocery,6 GAL,0,JUG,6,OZ-fl,128,99,50.8,1,1/31/2018 1:35:25 PM,0
54,Yellow Onions,Produce,20lbs,0,BAG,4,OZ-wt,800,85,16.9,6,1/31/2018 1:35:25 PM,0
56,Potatoes,Produce,50lb,1,1/2 CASE,1,OZ-wt,800,850000,12.7,1,1/17/2018 12:00:00 AM,0
57,Spinach,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,16.5,3,1/31/2018 1:35:25 PM,0
58,Mixed Greens,Produce,3lb,0,BAG,1,OZ-wt,48,9800,5.99,1,1/31/2018 1:35:25 PM,0
59,Mushrooms,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,16.9,3,1/31/2018 1:35:25 PM,0
61,Tomatoes,Produce,25lb,0,CASE,1,OZ-wt,400,0.95,15.99,1,1/31/2018 1:35:25 PM,0
66,Pineapple,Produce,6 COUNT,0,EACH,6,OZ-wt,44,100,16.99,1,1/31/2018 1:35:25 PM,0
72,Chicken Breast,Poultry,40lb CASE,0,CASE,1,OZ-wt,640,85,41.98,5,1/31/2018 1:35:25 PM,0
74,Italian Sausage,Meats,20lb CASE,0,BAG,4,OZ-wt,160,91,47.5,2,1/31/2018 1:35:25 PM,0
75,Bacon Bits,Meats,10lb CASE,0,BAG,2,OZ-wt,80,1,51.69,3,1/31/2018 1:35:25 PM,0
