Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,Paper Goods,Case,0,Stack,4,Each,40,0.4,39.55,7,2/20/2018 2:03:05 PM,3
79,Water Cups,Paper Goods,2500,19,Sleeve,25,1,2500,1,80.16,1,2/14/2018 12:00:00 AM,3
81,Spoons,Paper Goods,1000,0,Sleeve,10,1,1,1,7,1,2/14/2018 12:00:00 AM,3
85,Wax Paper Sheets,Paper Goods,6000,0,Stack,6,1,1,1,54.65,1,2/21/2018 12:00:00 AM,3
90,Paper Towels,Paper Goods,4000,0,Sleeve,16,1,1,1,16.11,1,2/21/2018 12:00:00 AM,3
95,Napkins,Paper Goods,6000,0,Stack,12,1,1,1,43.23,1,2/21/2018 12:00:00 AM,3
106,24 Oz Cups,Paper Goods,600 COUNT,10,Sleeve,12,Each,1,1,64.75,1,4/25/2017 4:46:00 PM,3
110,Poly Gloves,Paper Goods,2000,0,BOX,4,1,1,1,15.8,1,2/21/2018 12:00:00 AM,3
116,Straws,Paper Goods,2000,2.5,BOX,4,1,1,1,10.06,1,12/5/2017 12:00:00 AM,3
119,Soufle Cups,Paper Goods,2500,6,Sleeve,25,1,1,1,28.99,1,1/24/2018 12:00:00 AM,3
121,Die-Cut To-Go Bags,Paper Goods,500,0,CASE,1,1,1,1,60.34,1,2/14/2018 12:00:00 AM,3
122,Garbage Bags,Janitorial,250,1.1,CASE,1,1,1,1,28.62,1,2/14/2018 12:00:00 AM,3
