Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,Dairy,CASE 30lb,0,5lb BAG,6,OZ-wt,80,1,54.49,2,1/10/2018 12:00:00 AM,0
1,Cheddar,Dairy,CASE 20lb,0,5lb BAG,4,OZ-wt,80,1,41.69,4,1/10/2018 12:00:00 AM,0
2,Pepper Jack,Dairy,CASE 20lb,0,5lb BAG,4,OZ-wt,80,1,47.79,1,1/10/2018 12:00:00 AM,0
13,Pizza Sauce,Grocery,6# CANS,0,CAN,6,EA,6,100,21.45,2,1/10/2018 12:00:00 AM,0
14,Stewed Tomatoes,Grocery,6# CANS,0,CAN,6,EA,6,100,15.47,0,1/10/2018 12:00:00 AM,0
19,Mayonnaise,Grocery,4 GAL,0,JUG,4,EA,4,10000,25.75,1,1/10/2018 12:00:00 AM,0
21,Macaroni,Grocery,20lb CASE,0,BAG,2,EA,160,2.41,17.72,6,1/10/2018 12:00:00 AM,0
36,Olive Oil,Grocery,6 GAL,0,JUG,6,OZ-fl,128,99,50.8,1,1/10/2018 12:00:00 AM,0
49,Salt,Herbs,EA,0,Container,1,TBL,615,100,5.9,1,1/10/2018 12:00:00 AM,0
54,Yellow Onions,Produce,20lbs,0,BAG,4,OZ-wt,800,85,16.95,8,1/10/2018 12:00:00 AM,0
56,Potatoes,Produce,50lb,0,1/2 CASE,1,OZ-wt,800,850000,17.47,1,1/10/2018 12:00:00 AM,0
57,Spinach,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,15.98,3,1/10/2018 12:00:00 AM,0
58,Mixed Greens,Produce,3lb,0,BAG,1,OZ-wt,48,9800,5.99,2,1/10/2018 12:00:00 AM,0
59,Mushrooms,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,16.9,5,1/10/2018 12:00:00 AM,0
60,Cucumbers,Produce,36 COUNT,0,CASE,1,OZ-wt,420,950000,21.8,1,1/10/2018 12:00:00 AM,0
61,Tomatoes,Produce,25lb,0,CASE,1,OZ-wt,400,0.95,17.9,2,1/10/2018 12:00:00 AM,0
64,Fresh Basil,Produce,1lb,0,BAG,1,OZ-wt,16,65,8.99,1,1/10/2018 12:00:00 AM,0
66,Pineapple,Produce,6 COUNT,0,EACH,6,OZ-wt,44,100,16.99,1,1/10/2018 12:00:00 AM,0
71,Garlic Peeled,Produce,5lbs,0,JAR,1,OZ-wt,114.29,98,18.63,1,1/10/2018 12:00:00 AM,0
72,Chicken Breast,Poultry,40lb CASE,0,CASE,1,OZ-wt,640,85,43.89,5,1/10/2018 12:00:00 AM,0
74,Italian Sausage,Meats,20lb CASE,0,BAG,4,OZ-wt,160,91,47.95,4,1/10/2018 12:00:00 AM,0
75,Bacon Bits,Meats,10lb CASE,0,BAG,2,OZ-wt,80,1,53.49,4,1/10/2018 12:00:00 AM,0
131,Jalapenos Nacho Sliced,Grocery,EA,0,CAN,6,OZ-wt,1,,19.99,1,1/10/2018 12:00:00 AM,0
