Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
78,Biopack #4,39.55,4,Case,Paper Goods,17,Stack,Each,40,4E+07,5,5/31/2017 12:00:00 AM,3
79,Water Cups,66.31,25,2500,Paper Goods,16,Sleeve,1,2500,10000,1,5/31/2017 12:00:00 AM,3
80,Soufle Lids,26.35,25,2500,Paper Goods,18,Sleeve,1,1,100,1,5/31/2017 12:00:00 AM,3
81,Spoons,20.59,10,1000,Paper Goods,20,Sleeve,1,1,10000,1,5/31/2017 12:00:00 AM,3
82,Forks,20.59,10,1000,Paper Goods,19,Sleeve,1,1,10000,2,5/31/2017 12:00:00 AM,3
85,Wax Paper Sheets,54.65,6,6000,Paper Goods,7,Stack,1,1,10000,1,5/31/2017 12:00:00 AM,3
87,Foil Roll,22.77,1,ROLL,Paper Goods,1,1,1,1,1E+08,1,5/31/2017 12:00:00 AM,3
89,To-Go Soup Bowls (16oz),48.78,10,500,Paper Goods,8,Sleeve,1,1,1000000,1,5/31/2017 12:00:00 AM,3
90,Paper Towels,16.11,16,4000,Paper Goods,12,Sleeve,1,1,1E+08,1,5/31/2017 12:00:00 AM,3
91,To-Go Soup Lids,42.68,10,500,Paper Goods,10,Sleeve,1,1,1E+08,1,5/31/2017 12:00:00 AM,3
95,Napkins,45.46,12,6000,Paper Goods,11,Stack,1,1,10000,1,5/31/2017 12:00:00 AM,3
106,24 Oz Cups,58.86,12,600 COUNT,Paper Goods,7,Sleeve,Each,1,10000,1,5/31/2017 12:00:00 AM,3
108,Grill Bricks,13.2,12,12 EA,Janitorial,5,BRICK,1,1,10000,1,5/31/2017 12:00:00 AM,3
110,Poly Gloves,15.8,4,2000,Paper Goods,13,BOX,1,1,100,1,5/31/2017 12:00:00 AM,3
116,Straws,10.06,4,2000,Paper Goods,2.8,BOX,1,1,100,1,5/31/2017 12:00:00 AM,3
119,Soufle Cups,22.15,25,2500,Paper Goods,7,Sleeve,1,1,100,1,5/31/2017 12:00:00 AM,3
121,Die-Cut To-Go Bags,55.35,1,500,Paper Goods,1,CASE,1,1,100,1,5/31/2017 12:00:00 AM,3
124,De-Greaser,15.72,4,4 GAL,Janitorial,5,GALLON,1,1,100,1,5/31/2017 12:00:00 AM,3
125,Bleach,8,4,4 GAL,Janitorial,2,GALLON,1,1,100,1,5/31/2017 12:00:00 AM,3
126,Steel Wool,4.77,12,12 COUNT,Janitorial,5,Sleeve,1,1,100,1,5/31/2017 12:00:00 AM,3
