02/12/18 - 08:42:40 - INFO - Application starting
02/12/18 - 08:42:40 - INFO - Loading models
02/12/18 - 08:42:41 - INFO - Models loaded
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 288
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 289
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 290
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 291
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 292
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 293
02/12/18 - 08:42:42 - INFO - Inserted BreadOrder: 294
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 288
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 289
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 290
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 291
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 292
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 293
02/12/18 - 08:42:42 - INFO - Upating BreadOrder: 294
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 288
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 289
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 290
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 291
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 292
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 293
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 294
02/12/18 - 08:42:43 - INFO - Upating BreadOrder: 288
02/12/18 - 08:42:47 - INFO - Changed to tab: Reports
02/12/18 - 08:42:49 - INFO - Executing ChangeableTabVM#SwitchPage
02/12/18 - 08:42:50 - INFO - Changed to tab: Reports
02/12/18 - 08:42:50 - INFO - Changed to tab: Reports
02/12/18 - 08:42:50 - INFO - Changed to tab: Reports
02/12/18 - 08:42:50 - INFO - Upating DailySale: 0
02/12/18 - 08:42:50 - INFO - Upating DailySale: 1
02/12/18 - 08:42:50 - INFO - Upating DailySale: 2
02/12/18 - 08:42:50 - INFO - Upating DailySale: 3
02/12/18 - 08:42:50 - INFO - Upating DailySale: 4
02/12/18 - 08:42:51 - INFO - Upating DailySale: 5
02/12/18 - 08:42:51 - INFO - Upating DailySale: 6
02/12/18 - 08:42:51 - INFO - Upating DailySale: 7
02/12/18 - 08:42:51 - INFO - Upating DailySale: 8
02/12/18 - 08:42:51 - INFO - Upating DailySale: 9
